Series_Title,IMDB_Rating,Genre,Runtime,Certificate,Released_Year,Rank,Lifetime Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The Outlaw Josey Wales,7.8,Western,135.0,A,1976,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Man Who Would Be King,7.8,"Adventure, History, War",129.0,PG,1975,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Conversation,7.8,"Drama, Mystery, Thriller",113.0,U,1974,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
La planète sauvage,7.8,"Animation, Sci-Fi",72.0,U,1973,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Day of the Jackal,7.8,"Crime, Drama, Thriller",143.0,A,1973,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Badlands,7.8,"Action, Crime, Drama",94.0,PG,1973,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabaret,7.8,"Drama, Music, Musical",124.0,A,1972,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Willy Wonka & the Chocolate Factory,7.8,"Family, Fantasy, Musical",100.0,U,1971,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Midnight Cowboy,7.8,Drama,113.0,A,1969,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wait Until Dark,7.8,Thriller,108.0,,1967,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guess Who's Coming to Dinner,7.8,"Comedy, Drama",108.0,,1967,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonnie and Clyde,7.8,"Action, Biography, Crime",111.0,A,1967,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Fair Lady,7.8,"Drama, Family, Musical",170.0,U,1964,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mary Poppins,7.8,"Comedy, Family, Fantasy",139.0,U,1964,,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Longest Day,7.8,"Action, Drama, History",178.0,G,1962,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jules et Jim,7.8,"Drama, Romance",105.0,,1962,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Innocents,7.8,Horror,100.0,A,1961,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
À bout de souffle,7.8,"Crime, Drama",90.0,U,1960,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River,7.8,"Action, Adventure, Drama",133.0,Passed,1948,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Key Largo,7.8,"Action, Crime, Drama",100.0,,1948,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To Have and Have Not,7.8,"Adventure, Comedy, Film-Noir",100.0,PG,1944,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shadow of a Doubt,7.8,"Film-Noir, Thriller",108.0,PG,1943,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Stagecoach,7.8,"Adventure, Drama, Western",96.0,Passed,1939,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Lady Vanishes,7.8,"Mystery, Thriller",96.0,,1938,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Bringing Up Baby,7.8,"Comedy, Family, Romance",102.0,Passed,1938,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bride of Frankenstein,7.8,"Drama, Horror, Sci-Fi",75.0,,1935,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Duck Soup,7.8,"Comedy, Musical, War",69.0,,1933,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Scarface: The Shame of the Nation,7.8,"Action, Crime, Drama",93.0,PG,1932,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankenstein,7.8,"Drama, Horror, Sci-Fi",70.0,Passed,1931,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Roma,7.7,Drama,135.0,R,2018,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God's Own Country,7.7,"Drama, Romance",104.0,,2017,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deadpool 2,7.7,"Action, Adventure, Comedy",119.0,R,2018,114.0,785896632.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind River,7.7,"Crime, Drama, Mystery",107.0,R,2017,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Get Out,7.7,"Horror, Mystery, Thriller",104.0,R,2017,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Mission: Impossible - Fallout,7.7,"Action, Adventure, Thriller",147.0,UA,2018,110.0,791658205.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
En man som heter Ove,7.7,"Comedy, Drama, Romance",116.0,PG-13,2015,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
What We Do in the Shadows,7.7,"Comedy, Horror",86.0,R,2014,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Omoide no Mânî,7.7,"Animation, Drama, Family",103.0,U,2014,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Theory of Everything,7.7,"Biography, Drama, Romance",123.0,U,2014,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kingsman: The Secret Service,7.7,"Action, Adventure, Comedy",129.0,A,2014,,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fault in Our Stars,7.7,"Drama, Romance",126.0,UA,2014,558.0,307170119.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Me and Earl and the Dying Girl,7.7,"Comedy, Drama",105.0,PG-13,2015,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdman or (The Unexpected Virtue of Ignorance),7.7,"Comedy, Drama",119.0,A,2014,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La vie d'Adèle,7.7,"Drama, Romance",180.0,A,2013,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kai po che!,7.7,"Drama, Sport",130.0,U,2013,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Broken Circle Breakdown,7.7,"Drama, Music, Romance",111.0,,2012,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Captain America: The Winter Soldier,7.7,"Action, Adventure, Sci-Fi",136.0,UA,2014,143.0,714421503.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rockstar,7.7,"Drama, Music, Musical",159.0,UA,2011,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Nebraska,7.7,"Adventure, Comedy, Drama",115.0,UA,2013,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wreck-It Ralph,7.7,"Animation, Adventure, Comedy",101.0,U,2012,284.0,471222950.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Petit Prince,7.7,"Animation, Adventure, Drama",108.0,PG,2015,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detachment,7.7,Drama,98.0,,2011,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnight in Paris,7.7,"Comedy, Fantasy, Romance",96.0,PG-13,2011,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Lego Movie,7.7,"Animation, Action, Adventure",100.0,U,2014,286.0,470759687.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gravity,7.7,"Drama, Sci-Fi, Thriller",91.0,UA,2013,139.0,723719539.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Star Trek Into Darkness,7.7,"Action, Adventure, Sci-Fi",132.0,UA,2013,293.0,467365246.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beasts of No Nation,7.7,"Drama, War",137.0,,2015,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Social Network,7.7,"Biography, Drama",120.0,UA,2010,812.0,224927749.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X: First Class,7.7,"Action, Adventure, Sci-Fi",131.0,UA,2011,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Hangover,7.7,Comedy,100.0,UA,2009,288.0,469328922.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyfall,7.7,"Action, Adventure, Thriller",143.0,UA,2012,37.0,1108594137.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Silver Linings Playbook,7.7,"Comedy, Drama, Romance",122.0,A,2012,766.0,236412453.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Argo,7.7,"Biography, Drama, Thriller",120.0,A,2012,782.0,232325503.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
(500) Days of Summer,7.7,"Comedy, Drama, Romance",95.0,UA,2009,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 1,7.7,"Adventure, Family, Fantasy",146.0,A,2010,60.0,974919063.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gake no ue no Ponyo,7.7,"Animation, Adventure, Comedy",101.0,U,2008,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frost/Nixon,7.7,"Biography, Drama, History",122.0,R,2008,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Papurika,7.7,"Animation, Drama, Fantasy",90.0,U,2006,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Changeling,7.7,"Biography, Crime, Drama",141.0,R,2008,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flipped,7.7,"Comedy, Drama, Romance",90.0,PG,2010,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Toki o kakeru shôjo,7.7,"Animation, Adventure, Comedy",98.0,U,2006,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Note: Desu nôto,7.7,"Crime, Drama, Fantasy",126.0,,2006,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This Is England,7.7,"Crime, Drama",101.0,,2006,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ex Machina,7.7,"Drama, Sci-Fi, Thriller",108.0,UA,2014,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Efter brylluppet,7.7,Drama,120.0,R,2006,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last King of Scotland,7.7,"Biography, Drama, History",123.0,R,2006,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zodiac,7.7,"Crime, Drama, Mystery",157.0,UA,2007,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lucky Number Slevin,7.7,"Action, Crime, Drama",110.0,R,2006,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joyeux Noël,7.7,"Drama, History, Music",116.0,PG-13,2005,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Control,7.7,"Biography, Drama, Music",122.0,R,2007,,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tangled,7.7,"Animation, Adventure, Comedy",100.0,U,2010,196.0,591806017.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zwartboek,7.7,"Drama, Thriller, War",145.0,R,2006,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Brokeback Mountain,7.7,"Drama, Romance",134.0,A,2005,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3:10 to Yuma,7.7,"Action, Crime, Drama",122.0,A,2007,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crash,7.7,"Crime, Drama, Thriller",112.0,UA,2004,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kung fu,7.7,"Action, Comedy, Fantasy",99.0,UA,2004,,,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Bourne Supremacy,7.7,"Action, Mystery, Thriller",108.0,A,2004,603.0,292542992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Machinist,7.7,"Drama, Thriller",101.0,R,2004,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ray,7.7,"Biography, Drama, Music",152.0,A,2004,,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lost in Translation,7.7,"Comedy, Drama",102.0,UA,2003,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Goblet of Fire,7.7,"Adventure, Family, Fantasy",157.0,UA,2005,77.0,897468207.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Man on Fire,7.7,"Action, Crime, Drama",146.0,UA,2004,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coraline,7.7,"Animation, Drama, Family",100.0,U,2009,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Samurai,7.7,"Action, Drama",154.0,UA,2003,304.0,454627263.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Magdalene Sisters,7.7,Drama,114.0,R,2002,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Bye Lenin!,7.7,"Comedy, Drama, Romance",121.0,R,2003,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
In America,7.7,Drama,105.0,PG-13,2002,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Sam,7.7,Drama,132.0,PG-13,2001,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adaptation.,7.7,"Comedy, Drama",115.0,R,2002,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Hawk Down,7.7,"Drama, History, War",144.0,A,2001,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Road to Perdition,7.7,"Crime, Drama, Thriller",117.0,A,2002,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Das Experiment,7.7,"Drama, Thriller",120.0,R,2001,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Billy Elliot,7.7,"Drama, Music",110.0,R,2000,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hedwig and the Angry Inch,7.7,"Comedy, Drama, Music",95.0,R,2001,,,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ocean's Eleven,7.7,"Crime, Thriller",116.0,UA,2001,308.0,450717150.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vampire Hunter D: Bloodlust,7.7,"Animation, Action, Fantasy",103.0,U,2000,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"O Brother, Where Art Thou?",7.7,"Adventure, Comedy, Crime",107.0,U,2000,,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interstate 60: Episodes of the Road,7.7,"Adventure, Comedy, Drama",116.0,R,2002,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Park: Bigger, Longer & Uncut",7.7,"Animation, Comedy, Fantasy",81.0,A,1999,,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Office Space,7.7,Comedy,89.0,R,1999,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happiness,7.7,"Comedy, Drama",134.0,,1998,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Training Day,7.7,"Crime, Drama, Thriller",122.0,A,2001,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rushmore,7.7,"Comedy, Drama, Romance",93.0,UA,1998,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Abre los ojos,7.7,"Drama, Mystery, Sci-Fi",119.0,U,1997,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Being John Malkovich,7.7,"Comedy, Drama, Fantasy",113.0,R,1999,,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
As Good as It Gets,7.7,"Comedy, Drama, Romance",139.0,A,1997,545.0,314178011.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Fifth Element,7.7,"Action, Adventure, Sci-Fi",126.0,UA,1997,669.0,263920180.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Le dîner de cons,7.7,Comedy,80.0,PG-13,1998,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donnie Brasco,7.7,"Biography, Crime, Drama",127.0,A,1997,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shine,7.7,"Biography, Drama, Music",105.0,U,1996,,,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Primal Fear,7.7,"Crime, Drama, Mystery",129.0,A,1996,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hamlet,7.7,Drama,242.0,PG-13,1996,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Little Princess,7.7,"Drama, Family, Fantasy",97.0,U,1995,,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Do lok tin si,7.7,"Comedy, Crime, Drama",99.0,UA,1995,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il postino,7.7,"Biography, Comedy, Drama",108.0,U,1994,,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clerks,7.7,Comedy,92.0,R,1994,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short Cuts,7.7,"Comedy, Drama",188.0,R,1993,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,7.7,Drama,125.0,UA,1993,905.0,206678440.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muppet Christmas Carol,7.7,"Comedy, Drama, Family",85.0,G,1992,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm X,7.7,"Biography, Drama, History",202.0,U,1992,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Last of the Mohicans,7.7,"Action, Adventure, Drama",112.0,UA,1992,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurenai no buta,7.7,"Animation, Adventure, Comedy",94.0,U,1992,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glengarry Glen Ross,7.7,"Crime, Drama, Mystery",100.0,R,1992,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Few Good Men,7.7,"Drama, Thriller",138.0,U,1992,744.0,243240178.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fried Green Tomatoes,7.7,Drama,130.0,PG-13,1991,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barton Fink,7.7,"Comedy, Drama, Thriller",116.0,U,1991,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miller's Crossing,7.7,"Crime, Drama, Thriller",115.0,R,1990,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Who Framed Roger Rabbit,7.7,"Animation, Adventure, Comedy",104.0,U,1988,510.0,329803958.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spoorloos,7.7,"Mystery, Thriller",107.0,,1988,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Withnail & I,7.7,"Comedy, Drama",107.0,R,1987,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Emperor,7.7,"Biography, Drama, History",163.0,U,1987,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Empire of the Sun,7.7,"Action, Drama, History",153.0,U,1987,,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Der Name der Rose,7.7,"Crime, Drama, Mystery",130.0,R,1986,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blue Velvet,7.7,"Drama, Mystery, Thriller",120.0,A,1986,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Purple Rose of Cairo,7.7,"Comedy, Fantasy, Romance",82.0,U,1985,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
After Hours,7.7,"Comedy, Crime, Drama",97.0,UA,1985,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zelig,7.7,Comedy,79.0,PG,1983,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Verdict,7.7,Drama,129.0,U,1982,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Trek II: The Wrath of Khan,7.7,"Action, Adventure, Sci-Fi",113.0,U,1982,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
First Blood,7.7,"Action, Adventure",93.0,A,1982,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ordinary People,7.7,Drama,124.0,U,1980,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airplane!,7.7,Comedy,88.0,U,1980,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rupan sansei: Kariosutoro no shiro,7.7,"Animation, Adventure, Family",100.0,U,1979,,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween,7.7,"Horror, Thriller",91.0,A,1978,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Le locataire,7.7,"Drama, Thriller",126.0,R,1976,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Love and Death,7.7,"Comedy, War",85.0,PG,1975,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Taking of Pelham One Two Three,7.7,"Action, Crime, Thriller",104.0,U,1974,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blazing Saddles,7.7,"Comedy, Western",93.0,A,1974,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serpico,7.7,"Biography, Crime, Drama",130.0,A,1973,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enter the Dragon,7.7,"Action, Crime, Drama",102.0,A,1973,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deliverance,7.7,"Adventure, Drama, Thriller",109.0,U,1972,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The French Connection,7.7,"Action, Crime, Drama",104.0,A,1971,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Harry,7.7,"Action, Crime, Thriller",102.0,A,1971,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Where Eagles Dare,7.7,"Action, Adventure, War",158.0,U,1968,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Odd Couple,7.7,Comedy,105.0,G,1968,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dirty Dozen,7.7,"Action, Adventure, War",150.0,,1967,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belle de jour,7.7,"Drama, Romance",100.0,A,1967,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Man for All Seasons,7.7,"Biography, Drama, History",120.0,U,1966,,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Repulsion,7.7,"Drama, Horror, Thriller",105.0,,1965,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Zulu,7.7,"Drama, History, War",138.0,U,1964,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Goldfinger,7.7,"Action, Adventure, Thriller",110.0,A,1964,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Birds,7.7,"Drama, Horror, Mystery",119.0,A,1963,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Cape Fear,7.7,"Drama, Thriller",106.0,Passed,1962,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peeping Tom,7.7,"Drama, Horror, Thriller",101.0,,1960,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Magnificent Seven,7.7,"Action, Adventure, Western",128.0,Approved,1960,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
